EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
59457,LOWER KOYUKUK MIDDLE YKN VLYS (ZONE), ,11/04/2007,700,Heavy Snow, , ,0,0,0,0,AK,AKST-9, ,10692,Z,216,AFG,0,0,Official NWS Observations, , , , , , , , ,11/05/2007,300, , , , ,"","A warm front moving north from Bristol Bay produced heavy snow over the southeast slopes of the Nulato Hills including the village of Kaltag during the 4th. The Cooperative Observer at Kaltag reported 8 inches of snow by 1900AST on the 5th. Light snow continued intermittently at Kaltag thereafter.",1
65634,IRON (ZONE), ,11/05/2007,600,Winter Storm, , ,0,0,0,0,MI,CST-6, ,11977,Z,10,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1200, , , , ,"A spotter at Paint Lake, south of Kenton, reported a storm total snowfall of 12 inches.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",2
65601,GOGEBIC (ZONE), ,11/05/2007,600,Winter Storm, , ,0,0,0,0,MI,CST-6, ,11977,Z,9,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1600, , , , ,"Spotters reported six to eight inches of snow from Ironwood east to near Watersmeet. Wind gusts near 40 mph were also reported at the Ironwood AWOS.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",3
65603,ONTONAGON (ZONE), ,11/05/2007,600,Winter Storm, , ,0,0,0,0,MI,EST-5, ,11977,Z,2,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1600, , , , ,"The Rockland observer reported ten inches of snow in 24 hours. A peak wind gust of 51 mph was also reported at the Ontonagon marine observing station.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",4
64758,IRON (ZONE), ,11/05/2007,600,Lake-Effect Snow, , ,0,0,0,0,WI,CST-6, ,11789,Z,4,DLH,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1400, , , , ,"Three to six inches of snow were reported in the Gile and Montreal areas.","The first significant lake effect snow event of the season affected northwestern Wisconsin beginning during the early morning of December 5, and ended by early afternoon on the following day. Heavy snow in the 4 to 7 inch range was recorded in the Gogebic Range of Ashland and Iron Counties by the time it ended.",5
64757,ASHLAND (ZONE), ,11/05/2007,600,Lake-Effect Snow, , ,0,0,0,0,WI,CST-6, ,11789,Z,3,DLH,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1400, , , , ,"Four to seven inches of snow fell in central Ashland County.","The first significant lake effect snow event of the season affected northwestern Wisconsin beginning during the early morning of December 5, and ended by early afternoon on the following day. Heavy snow in the 4 to 7 inch range was recorded in the Gogebic Range of Ashland and Iron Counties by the time it ended.",6
65633,MARQUETTE (ZONE), ,11/05/2007,700,Winter Storm, , ,0,0,0,0,MI,EST-5, ,11977,Z,5,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1700, , , , ,"Champion and Negaunee measured ten to twelve inches of snow in 24 hours. Considerable blowing and drifting of snow was also observed as winds gusted in excess of 40 mph at some locations. The combination of heavy snow and strong wind gusts of 45 to 50 mph downed trees and caused power outages in Marquette. Numerous accidents were attributed to slippery roadways and poor visibility. In addition, most area schools were closed on the 6th due to the storm.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",7
65626,SOUTHERN HOUGHTON (ZONE), ,11/05/2007,700,Winter Storm, , ,0,0,0,0,MI,EST-5, ,11977,Z,84,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,700, , , , ,"Six to eight inches of snow fell near Kenton/Sidnaw areas in 24 hours.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",8
65630,NORTHERN HOUGHTON (ZONE), ,11/05/2007,700,Winter Storm, , ,0,0,0,0,MI,EST-5, ,11977,Z,3,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,700, , , , ,"A spotter at Twin Lakes reported six to eight inches of snow in 12 hours.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",9
65632,BARAGA (ZONE), ,11/05/2007,700,Winter Storm, , ,0,0,0,0,MI,EST-5, ,11977,Z,4,MQT,0,0,Trained Spotter, , , , , , , , ,11/06/2007,1700, , , , ,"Spotters in Herman and Watton reported eight inches of snow in 24 hours.","A strong cold front moved across Upper Michigan on the 5th producing lake enhanced snow and blowing snow over west and north central Upper Michigan. Gusty north winds in excess of 50 mph were also reported at several locations.",10
61666,CENTRAL BEAUFORT SEA COAST (ZONE), ,11/05/2007,957,Blizzard, , ,0,0,0,0,AK,AKST-9, ,11216,Z,203,AFG,0,0,Official NWS Observations, , , , , , , , ,11/05/2007,1453, , , , ,"","Areas of low pressure over the western Bering Sea and the Northwest Territory of Canada combined with a persistent high over the Arctic Ocean  created blizzard conditions over a portion of the zone, as reported by the weather observer at Kuparuk. East winds gusted up to 35 knots (40 mph).",11
64700,VILAS (ZONE), ,11/05/2007,1800,Winter Storm, , ,0,0,0,0,WI,CST-6, ,11768,Z,5,GRB,0,0,COOP Observer, , , , , , , , ,11/06/2007,800, , , , ,"","A strong low pressure system tracking over the Great Lakes Region produced the first significant snowfall of the season over the north woods. Snowfall totals were in excess of 6 inches across northern Vilas County. The low also brought strong winds that caused blowing and drifting snow.   Wind gusts peaked early on the 6th, between 0100CST and 0300CST, when a 40 mph gust was reported at Land O' Lakes, a 37 mph gust occurred at Eagle River and Arbor Vitae had a gust of 35 mph.",12
66101,SOUTHERN ERIE (ZONE), ,11/06/2007,200,Lake-Effect Snow, , ,0,0,50000,0,PA,EST-5, ,12084,Z,2,CLE,0,0,Trained Spotter, , , , , , , , ,11/06/2007,2100, , , , ,"Lake effect snow showers began during the early morning hours of November 6th.  By daybreak, up to 6 inches of snow was reported at Waterford.  The snow continued through the day and tapered off during the evening hours.  Snowfall totals across inland portions of Erie County ranged from 6 to 10 inches.  A maximum of 16.9 inches was reported at Waterford.","An area of low pressure moved across the central Great Lakes on November 6th.  Cold northwest winds blowing across Lake Erie behind this low caused lake effect snow showers to develop in Northwest Pennsylvania.",13
67021,CHAUTAUQUA (ZONE), ,11/06/2007,600,Lake-Effect Snow, , ,0,0,25000,0,NY,EST-5, ,12208,Z,19,BUF,0,0,Trained Spotter, , , , , , , , ,11/07/2007,1000, , , , ,"","After the warmest six month period in history, lake effect season got off to a quick start about a week earlier than normal.  A sharp cold front moved across the region during Monday evening the 5th and lake plumes developed off Lake Erie prior to dawn of the 6th. Several inches fell by mid-morning across Chautauqua and northwest Cattaraugus counties. There were some power outages reported as the trees were still full-leafed and the weight of the snow snapped limbs.  An approaching upper level trough broke up the band as it lifted north of the area. Total snowfall accumulations of eight inches were reported from Mayville, South Dayton and Ellicottville.",14
67022,CATTARAUGUS (ZONE), ,11/06/2007,600,Lake-Effect Snow, , ,0,0,20000,0,NY,EST-5, ,12208,Z,20,BUF,0,0,Trained Spotter, , , , , , , , ,11/07/2007,1000, , , , ,"","After the warmest six month period in history, lake effect season got off to a quick start about a week earlier than normal.  A sharp cold front moved across the region during Monday evening the 5th and lake plumes developed off Lake Erie prior to dawn of the 6th. Several inches fell by mid-morning across Chautauqua and northwest Cattaraugus counties. There were some power outages reported as the trees were still full-leafed and the weight of the snow snapped limbs.  An approaching upper level trough broke up the band as it lifted north of the area. Total snowfall accumulations of eight inches were reported from Mayville, South Dayton and Ellicottville.",15
64314,MISSISSIPPI (ZONE), ,11/07/2007,0,Frost/Freeze, , ,0,0,0,0,MO,CST-6, ,11692,Z,112,PAH,0,0,ASOS, , , , , , , , ,11/07/2007,700, , , , ,"","A hard freeze brought an end to the growing season. A high pressure system over the southern and central Plains ushered in unseasonably cold air. Overnight lows were in the mid 20's at many locations.",16
64283,PIKE (ZONE), ,11/07/2007,0,Frost/Freeze, , ,0,0,0,0,IN,CST-6, ,11690,Z,82,PAH,0,0,AWOS, , , , , , , , ,11/07/2007,700, , , , ,"","A hard freeze brought an end to the growing season. A high pressure system over the southern and central Plains ushered in unseasonably cold air. Overnight lows were in the mid 20's at many locations.",17
64284,POSEY (ZONE), ,11/07/2007,0,Frost/Freeze, , ,0,0,0,0,IN,CST-6, ,11690,Z,85,PAH,0,0,AWOS, , , , , , , , ,11/07/2007,700, , , , ,"","A hard freeze brought an end to the growing season. A high pressure system over the southern and central Plains ushered in unseasonably cold air. Overnight lows were in the mid 20's at many locations.",18
