EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5157409,SUMMIT COUNTY/MOSQUITO RANGE/INDIAN PEAKS / S GRAND / SUMMIT / W CLEAR CREEK / W GILPIN / SW BOULDER / NW PARK (ZONE), ,11/01/2000,0,Heavy Snow, , ,0,0,0,0,CO,MST, ,1103935,Z,34,BOU,0,0,TRAINED SPOTTER, , , , , , , , ,11/01/2000,1200, , , , ,"","Heavy snow fell over portions of the North-Central Mountains, North and Middle Parks, as well as the foothills of Larimer and Boulder Counties.  Most of the snowfall occurred from the Interstate 70 corridor northward.  Snowfall totals from around the area included:  10 inches at Berthoud Pass, 9 inches, 4 miles southeast of Gould, 8 inches over the higher elevations of Jackson County, and 6 miles east-northeast of Virginia Dale,  6 inches at the Eisenhower Tunnel, Grand Lake and 3 miles east-southeast of Red Feather Lakes, with 5 inches reported 12 miles northwest of Kremmling,  2 miles northeast of Nederland and at Old Glendevy Ranch.",1
5157410,NORTHERN FRONT RANGE FOOTHILLS/UPPER LARAMIE AND CACHE LA POUDRE RIVER BASINS / C BOULDER / NE GILPIN / C LARIMER (ZONE), ,11/01/2000,0,Heavy Snow, , ,0,0,0,0,CO,MST, ,1103935,Z,35,BOU,0,0,TRAINED SPOTTER, , , , , , , , ,11/01/2000,1200, , , , ,"","Heavy snow fell over portions of the North-Central Mountains, North and Middle Parks, as well as the foothills of Larimer and Boulder Counties.  Most of the snowfall occurred from the Interstate 70 corridor northward.  Snowfall totals from around the area included:  10 inches at Berthoud Pass, 9 inches, 4 miles southeast of Gould, 8 inches over the higher elevations of Jackson County, and 6 miles east-northeast of Virginia Dale,  6 inches at the Eisenhower Tunnel, Grand Lake and 3 miles east-southeast of Red Feather Lakes, with 5 inches reported 12 miles northwest of Kremmling,  2 miles northeast of Nederland and at Old Glendevy Ranch.",2
5157407,MIDDLE PARK / C GRAND (ZONE), ,11/01/2000,0,Heavy Snow, , ,0,0,0,0,CO,MST, ,1103935,Z,32,BOU,0,0,TRAINED SPOTTER, , , , , , , , ,11/01/2000,1200, , , , ,"","Heavy snow fell over portions of the North-Central Mountains, North and Middle Parks, as well as the foothills of Larimer and Boulder Counties.  Most of the snowfall occurred from the Interstate 70 corridor northward.  Snowfall totals from around the area included:  10 inches at Berthoud Pass, 9 inches, 4 miles southeast of Gould, 8 inches over the higher elevations of Jackson County, and 6 miles east-northeast of Virginia Dale,  6 inches at the Eisenhower Tunnel, Grand Lake and 3 miles east-southeast of Red Feather Lakes, with 5 inches reported 12 miles northwest of Kremmling,  2 miles northeast of Nederland and at Old Glendevy Ranch.",3
5157408,RABBIT EARS & MEDICINE BOW RANGES/ROCKY MOUNTAIN NATIONAL PARK / W LARIMER / JACKSON ECEPT C / N GRAND / X NW BOULDER (ZONE), ,11/01/2000,0,Heavy Snow, , ,0,0,0,0,CO,MST, ,1103935,Z,33,BOU,0,0,TRAINED SPOTTER, , , , , , , , ,11/01/2000,1200, , , , ,"","Heavy snow fell over portions of the North-Central Mountains, North and Middle Parks, as well as the foothills of Larimer and Boulder Counties.  Most of the snowfall occurred from the Interstate 70 corridor northward.  Snowfall totals from around the area included:  10 inches at Berthoud Pass, 9 inches, 4 miles southeast of Gould, 8 inches over the higher elevations of Jackson County, and 6 miles east-northeast of Virginia Dale,  6 inches at the Eisenhower Tunnel, Grand Lake and 3 miles east-southeast of Red Feather Lakes, with 5 inches reported 12 miles northwest of Kremmling,  2 miles northeast of Nederland and at Old Glendevy Ranch.",4
5166532,CONVERSE (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,59,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"Heavy snow fell over parts of southeast Wyoming.  Around 15 inches were reported 
in Laramie, Wyoming with 18 inches reported over the surrounding mountains.  Lusk,
Wyoming reported nearly 10 inches while Centennial recieved 6 inches.","",5
5166533,LARAMIE RANGE (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,66,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"","",6
5166534,LARAMIE VALLEY (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,65,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"","",7
5166535,NIOBRARA (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,60,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"","",8
5166536,NORTH LARAMIE RANGE (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,64,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"","",9
5166537,SNOWY RANGE (ZONE), ,11/01/2000,0,Winter Storm, , ,0,0,0,0,WY,MST, ,1104674,Z,63,CYS,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1317, , , , ,"","",10
5161030,NORTHERN BLACK HILLS (ZONE), ,11/01/2000,450,Heavy Snow, , ,0,0,0,0,SD,MST, ,1104273,Z,24,UNR,0,0,TRAINED SPOTTER, , , , , , , , ,11/01/2000,1700, , , , ,"","An intense winter storm brought heavy, wet snowfall and very strong winds to portions of western South Dakota.  In Butte and Harding counties, the snowfall was greatest on the western half of the county.  Totals ranged from 4 to 6 inches.  Six to 10 inches of snow was fell along Interstate 90 from Whitewood to the Wyoming state line.  In the central and northern Black Hills, 12 to 24 inches of snow was reported.  The higher peaks in the northern Black Hills reported 24 to 36 inches of snow, and Elk Mountain had 54 inches of snowfall.  30 power poles were broken by a combination of the weight of the snow and wind gust to 55 mph.",11
5161027,WESTON (ZONE), ,11/01/2000,500,Blizzard, , ,0,0,209000,0,WY,MST, ,1104272,Z,58,UNR,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1500, , , , ,"","An intense winter storm brought high winds and heavy, wet snowfall to portions of northeastern Wyoming.  In Crook and Weston Counties, snowfall rates were one to two inches an hour.  Snowfall totals in the plains were from 4 to 8 inches, while in the Bear Lodge Mountains, totals were from 8 to 24 inches.  The Four Corners area in northeastern Weston County reported the most snowfall at 24 inches. High winds sustained up to 40 mph with gusts to 60 mph caused blizzard conditions and toppled 300 power poles.
5,800 people were without power and almost 15 miles of lines had to be replaced. The city of Moorcroft had over 150 stranded semi-trucks after the interstate was shut down. In Campbell County, the temperatures were too warm for snow and rain fell throughout the day, but high winds were reported with gusts over 50 mph at times.  The highest gust in Campbell County was 64 mph at Echeta.",12
5161028,WYOMING BLACK HILLS (ZONE), ,11/01/2000,500,Blizzard, , ,0,0,578000,0,WY,MST, ,1104272,Z,57,UNR,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1700, , , , ,"","An intense winter storm brought high winds and heavy, wet snowfall to portions of northeastern Wyoming.  In Crook and Weston Counties, snowfall rates were one to two inches an hour.  Snowfall totals in the plains were from 4 to 8 inches, while in the Bear Lodge Mountains, totals were from 8 to 24 inches.  The Four Corners area in northeastern Weston County reported the most snowfall at 24 inches. High winds sustained up to 40 mph with gusts to 60 mph caused blizzard conditions and toppled 300 power poles.
5,800 people were without power and almost 15 miles of lines had to be replaced. The city of Moorcroft had over 150 stranded semi-trucks after the interstate was shut down. In Campbell County, the temperatures were too warm for snow and rain fell throughout the day, but high winds were reported with gusts over 50 mph at times.  The highest gust in Campbell County was 64 mph at Echeta.",13
5161029,MOORCROFT (ZONE), ,11/01/2000,500,Blizzard, , ,0,0,0,0,WY,MST, ,1104272,Z,56,UNR,0,0,EMERGENCY MANAGER, , , , , , , , ,11/01/2000,1500, , , , ,"","An intense winter storm brought high winds and heavy, wet snowfall to portions of northeastern Wyoming.  In Crook and Weston Counties, snowfall rates were one to two inches an hour.  Snowfall totals in the plains were from 4 to 8 inches, while in the Bear Lodge Mountains, totals were from 8 to 24 inches.  The Four Corners area in northeastern Weston County reported the most snowfall at 24 inches. High winds sustained up to 40 mph with gusts to 60 mph caused blizzard conditions and toppled 300 power poles.
5,800 people were without power and almost 15 miles of lines had to be replaced. The city of Moorcroft had over 150 stranded semi-trucks after the interstate was shut down. In Campbell County, the temperatures were too warm for snow and rain fell throughout the day, but high winds were reported with gusts over 50 mph at times.  The highest gust in Campbell County was 64 mph at Echeta.",14
5157794,RICHLAND (ZONE), ,11/01/2000,800,Winter Storm, , ,0,0,435000,0,MT,MST, ,1103660,Z,24,GGW,0,0,GENERAL PUBLIC, , , , , , , , ,11/02/2000,800, , , , ,"","A major winter storm hit eastern Montana leaving over 1500 residents without power as nearly 2000 power poles snapped in half. The storm started as rain and produced several hours of sleet before changing to snow.  After the ice turned to all snow, strong winds from 30 to 45 mph with gusts to 60 mph developed creating blizzard conditions with 6 to 12 inches of snow.  Drifts up to 5 and 6 feet were reported in Sheridan County.",15
5157795,ROOSEVELT (ZONE), ,11/01/2000,800,Winter Storm, , ,0,0,362000,0,MT,MST, ,1103660,Z,20,GGW,0,0,GENERAL PUBLIC, , , , , , , , ,11/02/2000,800, , , , ,"","A major winter storm hit eastern Montana leaving over 1500 residents without power as nearly 2000 power poles snapped in half. The storm started as rain and produced several hours of sleet before changing to snow.  After the ice turned to all snow, strong winds from 30 to 45 mph with gusts to 60 mph developed creating blizzard conditions with 6 to 12 inches of snow.  Drifts up to 5 and 6 feet were reported in Sheridan County.",16
5157793,SHERIDAN (ZONE), ,11/01/2000,800,Winter Storm, , ,0,0,2500000,0,MT,MST, ,1103660,Z,19,GGW,0,0,GENERAL PUBLIC, , , , , , , , ,11/02/2000,800, , , , ,"","A major winter storm hit eastern Montana leaving over 1500 residents without power as nearly 2000 power poles snapped in half. The storm started as rain and produced several hours of sleet before changing to snow.  After the ice turned to all snow, strong winds from 30 to 45 mph with gusts to 60 mph developed creating blizzard conditions with 6 to 12 inches of snow.  Drifts up to 5 and 6 feet were reported in Sheridan County.",17
